iteration,timestamp,T1_LEVEL,T2_LEVEL,T0_LEVEL,J_CT3_LEVEL,J_CT6_LEVEL,J_CT5_LEVEL,J2a_15_LEVEL,J1_70_LEVEL,J1_40_LEVEL,J1_50_LEVEL,J1_51_LEVEL,J1_60_LEVEL,J1_61_LEVEL,J2c_12_LEVEL,J2c_14_LEVEL,Jb_53_LEVEL,J2c_11_LEVEL,J2c_13_LEVEL,J2a_20_LEVEL,J2a_30_LEVEL,J2a_33_LEVEL,J2a_23_LEVEL,J2a_41_LEVEL,J_CT1_LEVEL,J_CT2_LEVEL,J1_11_LEVEL,J1_30_LEVEL,J2b_21_LEVEL,J2b_40_LEVEL,J2b_30_LEVEL,J2b_31_LEVEL,J2b_50_LEVEL,J2b_41_LEVEL,J2c_10_LEVEL,J_CT4_LEVEL,J2b_10_LEVEL,J1_10_LEVEL,J1_20_LEVEL,J2a_31_LEVEL,J2a_32_LEVEL,J2a_21_LEVEL,J2a_22_LEVEL,J1-CLin_LEVEL,J2a_40_LEVEL,J1-MPA_LEVEL,J1_33_LEVEL,J1_31_LEVEL,RWtank_Top_LEVEL,J1_34_LEVEL,J2a_10_LEVEL,J2a_12_LEVEL,J2a_13_LEVEL,J2a_14_LEVEL,ER2_Top_LEVEL,ER1_Top_LEVEL,J2b_11_LEVEL,J2b_12_LEVEL,J2b_14_LEVEL,J2b_Leak_LEVEL,J2b_15_LEVEL,J2b_20_LEVEL,J2b_51_LEVEL,J2b_52_LEVEL,J2a_11_LEVEL,J1_32_LEVEL,CT1_CV_LEVEL,CT2_CV_LEVEL,CT3_CV_LEVEL,CT4_CV_LEVEL,CT5_CV_LEVEL,CT6_CV_LEVEL,CT1_FV_LEVEL,CT2_FV_LEVEL,CT3_FV_LEVEL,CT4_FV_LEVEL,CT5_FV_LEVEL,CT6_FV_LEVEL,P_RAW1_FLOW,P_RAW1_STATUS,P_RAW2_FLOW,P_RAW2_STATUS,P_B2_FLOW,P_B2_STATUS,P_B1_FLOW,P_B1_STATUS,V_Gi_G_FLOW,V_Gi_G_STATUS,V_Gi_B_FLOW,V_Gi_B_STATUS,V_SWaT_FLOW,V_SWaT_STATUS,V_PUB_FLOW,V_PUB_STATUS,V_ER2i_FLOW,V_ER2i_STATUS,V_ER2o_FLOW,V_ER2o_STATUS,V_ER1i_FLOW,V_ER1i_STATUS,V_ER1o_FLOW,V_ER1o_STATUS,FCV_ER_FLOW,FCV_ER_STATUS,FCV_RWin_FLOW,FCV_RWin_STATUS,V1_FLOW,V1_STATUS,V2_FLOW,V2_STATUS,V3_FLOW,V3_STATUS,V4_FLOW,V4_STATUS,V5_FLOW,V5_STATUS,V6_FLOW,V6_STATUS,V7_FLOW,V7_STATUS,V8_FLOW,V8_STATUS,V9_FLOW,V9_STATUS,V10_FLOW,V10_STATUS,V11_FLOW,V11_STATUS,V12_FLOW,V12_STATUS
0,2022-03-10 16:23:57.903649,0.36271885355647293,0.450348902526319,0.42171215220802005,56.29968313826892,56.29968313826892,56.29857872680629,1.8129167995813316,1.2357041224100422,1.4047241351334638,1.394655075828792,1.246444433978981,1.4047241351334638,1.2357041224100422,56.299289998613105,56.099683138268915,56.0798219035379,56.299245139571504,56.299521250811225,0.2702285314746231,0.34250437028976743,1.8300251667697915,1.8297939145716715,1.8292088691127095,56.298469791218835,56.29857872680629,0.92171215220802,0.7617121522080201,0.7485152138262932,2.048515213826293,2.0481683575217384,57.80138503671187,56.500908707099086,57.80090870709908,56.29918106302565,56.298469791218835,56.99918106302565,9.2,4.04,0.34250437028976743,1.6500251667697916,0.2702285314746231,1.5627188535564729,1.5017121522080201,1.8294748029388248,1.5017121522080201,1.5017121522080201,1.5017121522080201,-0.64828784779198,1.4168069496367912,1.926306315972629,2.1820037027808343,1.841179617053587,1.8103018814261869,-0.3003048930194039,-0.38277537334826905,57.57918106302565,56.87918106302565,56.87918106302565,56.87918106302565,56.16918106302565,1.8292088691127095,57.58063121281518,57.58005315573602,1.926306315972629,1.5017121522080201,56.298469791218835,56.29857872680629,56.29968313826892,56.298469791218835,56.29857872680629,56.29968313826892,56.298469791218835,56.29857872680629,56.29968313826892,56.298469791218835,56.29857872680629,56.29968313826892,0.00024248701012005553,1,0.0,0,0.0,0,0.00016748256453861743,1,0.0,0,0.00016748256453861743,1,0.0,0,0.0,0,-0.00013208191168268273,1,0.00016748256453861743,1,0.00037456892180273824,1,0.0,0,0.00024248701012005553,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
1,2022-03-10 16:23:58.297501,0.3717085076797386,0.4431593550970079,0.4158924639651387,56.35832608705617,56.35832608705617,56.35729764595916,1.7821415134385041,1.2090814094686215,1.398552693409967,1.3884082575582262,1.219902122613676,1.398552693409967,1.2090814094686215,56.357959989193986,56.15832608705617,56.13845530778151,56.35791821522758,56.35817533469717,0.27509024694871376,0.30214151343850415,1.8228578880594293,1.8226425425562371,1.8220977401820908,56.35719620240271,56.35729764595916,0.9158924639651387,0.7558924639651388,0.7414518011555635,2.0414518011555636,2.041128804063066,57.85991091666957,56.55946735296377,57.85946735296377,56.357858545637534,56.35719620240271,57.05785854563754,9.2,4.04,0.343159355097008,1.6428578880594293,0.27509024694871376,1.5717085076797388,1.4958924639651388,1.822345381543186,1.4958924639651388,1.4958924639651388,1.4958924639651388,-0.6541075360348614,1.4107259595410695,1.8996132515156205,2.154978986553043,1.8132504009327242,1.7821415134385041,-0.3068406449029921,-0.3762624706346749,57.637858545637535,56.93785854563753,56.93785854563753,56.93785854563753,56.22785854563753,1.8220977401820908,57.63920894639838,57.6386706532847,1.8996132515156205,1.4958924639651388,56.35719620240271,56.35729764595916,56.35832608705617,56.35719620240271,56.35729764595916,56.35832608705617,56.35719620240271,56.35729764595916,56.35832608705617,56.35719620240271,56.35729764595916,56.35832608705617,0.00024346576653859036,1,0.0,0,0.0,0,0.00016115923786849567,1,0.0,0,0.0001611592378685021,1,0.0,0,0.0,0,0.0,0,0.0001611592378685021,1,0.00024346576653859036,1,0.0,0,0.00024346576653859033,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2,2022-03-10 16:23:58.692320,0.3775516860766648,0.43929153338816374,0.4100492855682125,56.41804278419258,56.41804278419258,56.41708743722672,1.7878674743377945,1.2140103008409757,1.3928918523838587,1.3827864892407367,1.2247893364685343,1.3928918523838587,1.2140103008409757,56.41770270438395,56.218042784192576,56.19816282169629,56.41766389871943,56.41790274539099,0.2809204005668604,0.3078674743377945,1.81901149199468,1.8188114509876445,1.818305368139893,56.41699320211052,56.41708743722672,0.9100492855682125,0.7500492855682126,0.7377053387969859,2.037705338796986,2.03740529762274,57.91951497713608,56.61910293881768,57.91910293881768,56.41760846926774,56.41699320211052,57.11760846926774,9.2,4.04,0.33929153338816387,1.63901149199468,0.2809204005668604,1.577551686076665,1.4900492855682126,1.8185354095633286,1.4900492855682126,1.4900492855682126,1.4900492855682126,-0.6599507144317875,1.405018231383043,1.9045786107864562,2.160116263134001,1.8188565403488959,1.7878674743377945,-0.31070846661183626,-0.3704271070594798,57.69760846926774,56.99760846926774,56.99760846926774,56.99760846926774,56.28760846926774,1.818305368139893,57.698862897333925,57.69836286270333,1.9045786107864562,1.4900492855682126,56.41699320211052,56.41708743722672,56.41804278419258,56.41699320211052,56.41708743722672,56.41804278419258,56.41699320211052,56.41708743722672,56.41804278419258,56.41699320211052,56.41708743722672,56.41804278419258,0.0002429589676298159,1,0.0,0,0.0,0,0.00015486905230948638,1,0.0,0,0.00015486905230948088,1,0.0,0,0.0,0,0.0,0,0.00015486905230948088,1,0.0002429589676298159,1,0.0,0,0.0002429589676298159,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
3,2022-03-10 16:23:59.063399,0.38338270129978036,0.43557467613273637,0.40421827034509694,56.3495341152943,56.3495341152943,56.348504283604285,1.7935817026874823,1.218930387890342,1.387242504673507,1.3771760706972027,1.2296678991115861,1.387242504673507,1.218930387890342,56.349167522447374,56.149534115294294,56.12966351072723,56.34912569201022,56.34938315911354,0.28673843885949624,0.3135817026874823,1.815272801479148,1.815057164812974,1.8145116258123573,56.34840270291007,56.348504283604285,0.9042182703450969,0.744218270345097,0.7338648133680408,2.033864813368041,2.033541379546517,57.85112108778455,56.55067692431807,57.850676924318066,56.34906594175316,56.34840270291007,57.04906594175316,9.2,4.04,0.3355746761327365,1.635272801479148,0.28673843885949624,1.5833827012997803,1.484218270345097,1.8147596020065262,1.484218270345097,1.484218270345097,1.484218270345097,-0.6657817296549031,1.3993221687907094,1.9095350317618849,2.1652439698405903,1.8244513874074857,1.7935817026874823,-0.31442532386726363,-0.3646038779492018,57.62906594175316,56.92906594175316,56.92906594175316,56.92906594175316,56.21906594175316,1.8145116258123573,57.630418168362965,57.629879147393396,1.9095350317618849,1.484218270345097,56.34840270291007,56.348504283604285,56.3495341152943,56.34840270291007,56.348504283604285,56.3495341152943,56.34840270291007,56.348504283604285,56.3495341152943,56.34840270291007,56.348504283604285,56.3495341152943,0.00024245313327475295,1,0.0,0,0.0,0,0.00016127687675748838,1,0.0,0,0.00016127687675749196,1,0.0,0,0.0,0,0.0,0,0.00016127687675749196,1,0.00024245313327475295,1,0.0,0,0.00024245313327475295,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
4,2022-03-10 16:23:59.541225,0.3892015764983745,0.43170403109055666,0.3983993951465028,56.25975555675855,56.25975555675855,56.258626524660734,1.7692015764983746,0.9892015764983746,1.4283993951465028,1.4283993951465028,0.9892015764983746,1.4283993951465028,0.9892015764983746,56.25935365335441,56.059755556758546,56.03989741523611,56.25930779450095,56.259590060621676,0.28920157649837464,0.28920157649837464,1.811373078444687,1.8111366711774217,1.8105385836642414,56.25851516105217,56.258626524660734,0.8983993951465028,0.7383993951465029,0.7298294643838099,2.02982946438381,2.0294748757389547,57.76149539510024,56.46100844664288,57.761008446642876,56.25924228974585,56.25851516105217,56.95924228974585,9.2,4.04,0.3317040310905568,1.6313730784446872,0.28920157649837464,1.5892015764983745,1.4783993951465029,1.8108104457455927,1.4783993951465029,1.4783993951465029,1.4783993951465029,-0.6716006048534973,1.4283993951465028,1.6892015764983745,1.9892015764983746,1.7692015764983746,1.7692015764983746,-0.31829596890944334,-0.3607984235016255,57.53924228974585,56.83924228974585,56.83924228974585,56.83924228974585,56.12924228974585,1.8105385836642414,57.54072476637606,57.54013382250338,1.6892015764983745,1.4783993951465029,56.25851516105217,56.258626524660734,56.25975555675855,56.25851516105217,56.258626524660734,56.25975555675855,56.25851516105217,56.258626524660734,56.25975555675855,56.25851516105217,56.258626524660734,56.25975555675855,0.0,0,0.0,0,0.0,0,0.00016948859565068855,1,0.0,0,0.00016948859565068855,1,0.0,0,0.0,0,0.0,0,0.00016948859565068852,1,0.0,1,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
5,2022-03-10 16:23:59.844369,0.3892015764983745,0.4276363047949401,0.3983993951465028,56.22294503211047,56.22294503211047,56.22177806631814,1.7692015764983746,0.9892015764983746,1.4283993951465028,1.4283993951465028,0.9892015764983746,1.4283993951465028,0.9892015764983746,56.22252962616808,56.022945032110464,56.00309165637372,56.22248222688199,56.22277397598786,0.28920157649837464,0.28920157649837464,1.8072942328911539,1.8070498830713688,1.80643170131216,56.22166296180102,56.22177806631814,0.8983993951465028,0.7383993951465029,0.7256987562201453,2.025698756220145,2.0253322541472483,57.72474332549339,56.424240016287364,57.72424001628736,56.22241452165097,56.22166296180102,56.92241452165097,9.2,4.04,0.3276363047949402,1.627294232891154,0.28920157649837464,1.5892015764983745,1.4783993951465029,1.8067126972159044,1.4783993951465029,1.4783993951465029,1.4783993951465029,-0.6716006048534973,1.4283993951465028,1.6892015764983745,1.9892015764983746,1.7692015764983746,1.7692015764983746,-0.3223636952050599,-0.3607984235016255,57.50241452165097,56.80241452165097,56.80241452165097,56.80241452165097,56.092414521650966,1.80643170131216,57.503946805109734,57.50333600619351,1.6892015764983745,1.4783993951465029,56.22166296180102,56.22177806631814,56.22294503211047,56.22166296180102,56.22177806631814,56.22294503211047,56.22166296180102,56.22177806631814,56.22294503211047,56.22166296180102,56.22177806631814,56.22294503211047,0.0,0,0.0,0,0.0,0,0.00017254036787461955,1,0.0,0,0.00017254036787461884,1,0.0,0,0.0,0,0.0,0,0.00017254036787461884,1,0.0,1,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
6,2022-03-10 16:24:00.178196,0.3892015764983745,0.42349533596594924,0.3983993951465028,56.276219261692574,56.276219261692574,56.275118768874925,1.7692015764983746,0.9892015764983746,1.4283993951465028,1.4283993951465028,0.9892015764983746,1.4283993951465028,0.9892015764983746,56.27582751688429,56.07621926169257,56.05635753464307,56.275782816974,56.27605794859618,0.28920157649837464,0.28920157649837464,1.803172748856927,1.8029423171450352,1.8023593474728876,56.27501021973427,56.275118768874925,0.8983993951465028,0.7383993951465029,0.7216681534508835,2.0216681534508836,2.0213225278334974,57.777915121582666,56.47744048207579,57.77744048207579,56.275718967743636,56.27501021973427,56.97571896774364,9.2,4.04,0.32349533596594937,1.623172748856927,0.28920157649837464,1.5892015764983745,1.4783993951465029,1.8026243377517328,1.4783993951465029,1.4783993951465029,1.4783993951465029,-0.6716006048534973,1.4283993951465028,1.6892015764983745,1.9892015764983746,1.7692015764983746,1.7692015764983746,-0.32650466403405076,-0.3607984235016255,57.55571896774364,56.855718967743634,56.855718967743634,56.855718967743634,56.14571896774363,1.8023593474728876,57.557163972359334,57.55658796635496,1.6892015764983745,1.4783993951465029,56.27501021973427,56.275118768874925,56.276219261692574,56.27501021973427,56.275118768874925,56.276219261692574,56.27501021973427,56.275118768874925,56.276219261692574,56.27501021973427,56.275118768874925,56.276219261692574,0.0,0,0.0,0,0.0,0,0.00016716139231618012,1,0.0,0,0.00016716139231618012,1,0.0,0,0.0,0,0.0,0,0.00016716139231618012,1,0.0,1,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
7,2022-03-10 16:24:00.628961,0.3892015764983745,0.41948346255036073,0.3983993951465028,56.297712923582864,56.297712923582864,56.296641892445585,1.7692015764983746,0.9892015764983746,1.4283993951465028,1.4283993951465028,0.9892015764983746,1.4283993951465028,0.9892015764983746,56.29733166570872,56.09771292358286,56.07784749511589,56.29728816220299,56.297555928729075,0.28920157649837464,0.28920157649837464,1.7991695113579926,1.7989452483376305,1.7983778851268835,56.29653624874562,56.296641892445585,0.8983993951465028,0.7383993951465029,0.7177051957085452,2.0177051957085452,2.0173688228091353,57.799363383612736,56.49890145088567,57.798901450885666,56.29722602200875,56.29653624874562,56.99722602200875,9.2,4.04,0.31948346255036086,1.6191695113579927,0.28920157649837464,1.5892015764983745,1.4783993951465029,1.7986357815005147,1.4783993951465029,1.4783993951465029,1.4783993951465029,-0.6716006048534973,1.4283993951465028,1.6892015764983745,1.9892015764983746,1.7692015764983746,1.7692015764983746,-0.33051653744963927,-0.3607984235016255,57.57722602200875,56.87722602200875,56.87722602200875,56.87722602200875,56.16722602200875,1.7983778851268835,57.57863234347776,57.578071758136254,1.6892015764983745,1.4783993951465029,56.29653624874562,56.296641892445585,56.297712923582864,56.29653624874562,56.296641892445585,56.297712923582864,56.29653624874562,56.296641892445585,56.297712923582864,56.29653624874562,56.296641892445585,56.297712923582864,0.0,0,0.0,0,0.0,0,0.0001647296578701612,1,0.0,0,0.0001647296578701612,1,0.0,0,0.0,0,0.0,0,0.0001647296578701612,1,0.0,1,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
8,2022-03-10 16:24:01.110576,0.3892015764983745,0.4155299507614769,0.3983993951465028,56.31205252362914,56.31205252362914,56.311002596606315,1.7692015764983746,0.9892015764983746,1.4283993951465028,1.4283993951465028,0.9892015764983746,1.4283993951465028,0.9892015764983746,56.31167877780525,56.11205252362914,56.09218444374417,56.31163613131557,56.311898622040054,0.28920157649837464,0.28920157649837464,1.795222185686782,1.7950023414519778,1.7944461575310562,56.31089903414906,56.311002596606315,0.8983993951465028,0.7383993951465029,0.7137867234042605,2.0137867234042606,2.0134569784519614,57.81367046263516,56.51321763208154,57.81321763208154,56.311575215348,56.31089903414906,57.011575215348,9.2,4.04,0.31552995076147705,1.615222185686782,0.28920157649837464,1.5892015764983745,1.4783993951465029,1.7946989723664994,1.4783993951465029,1.4783993951465029,1.4783993951465029,-0.6716006048534973,1.4283993951465028,1.6892015764983745,1.9892015764983746,1.7692015764983746,1.7692015764983746,-0.3344700492385231,-0.3607984235016255,57.591575215348,56.891575215348,56.891575215348,56.891575215348,56.181575215348,1.7944461575310562,57.59295382712847,57.59240428797897,1.6892015764983745,1.4783993951465029,56.31089903414906,56.311002596606315,56.31205252362914,56.31089903414906,56.311002596606315,56.31205252362914,56.31089903414906,56.311002596606315,56.31205252362914,56.31089903414906,56.311002596606315,56.31205252362914,0.0,0,0.0,0,0.0,0,0.0001629687812026721,1,0.0,0,0.0001629687812026721,1,0.0,0,0.0,0,0.0,0,0.0001629687812026721,1,0.0,1,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
9,2022-03-10 16:24:01.496231,0.3892015764983745,0.4116187000126126,0.3983993951465028,56.2869679984376,56.2869679984376,56.285893642532734,1.7692015764983746,0.9892015764983746,1.4283993951465028,1.4283993951465028,0.9892015764983746,1.4283993951465028,0.9892015764983746,56.28658555710645,56.0869679984376,56.06710298767798,56.28654191858557,56.286810516267415,0.28920157649837464,0.28920157649837464,1.7913037742519455,1.7910788150909858,1.7905096906817646,56.285787670951684,56.285893642532734,0.8983993951465028,0.7383993951465029,0.7098349130085506,2.0098349130085507,2.009497495934479,57.78862358186829,56.48816021517384,57.78816021517384,56.2864795855254,56.285787670951684,56.9864795855254,9.2,4.04,0.3116187000126127,1.6113037742519456,0.28920157649837464,1.5892015764983745,1.4783993951465029,1.7907683876068659,1.4783993951465029,1.4783993951465029,1.4783993951465029,-0.6716006048534973,1.4283993951465028,1.6892015764983745,1.9892015764983746,1.7692015764983746,1.7692015764983746,-0.3383812999873874,-0.3607984235016255,57.5664795855254,56.8664795855254,56.8664795855254,56.8664795855254,56.156479585525396,1.7905096906817646,57.56789027241098,57.56732794683894,1.6892015764983745,1.4783993951465029,56.285787670951684,56.285893642532734,56.2869679984376,56.285787670951684,56.285893642532734,56.2869679984376,56.285787670951684,56.285893642532734,56.2869679984376,56.285787670951684,56.285893642532734,56.2869679984376,0.0,0,0.0,0,0.0,0,0.0001650056078705733,1,0.0,0,0.00016500560787057335,1,0.0,0,0.0,0,0.0,0,0.00016500560787057335,1,0.0,1,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
