iteration,timestamp,T0,P_RAW1,V_PUB,T2,V_ER2i
0,2022-03-10 15:44:48.653462,0,0,0,0,0
1,2022-03-10 15:44:49.116088,0.42183589935302734,1.0,0.0,0.0,1.0
2,2022-03-10 15:44:49.423896,0.42183589935302734,1.0,0.0,0.0,1.0
3,2022-03-10 15:44:49.752360,0.42183589935302734,1.0,0.0,0.0,1.0
4,2022-03-10 15:44:50.139896,0.42183589935302734,1.0,0.0,0.0,1.0
5,2022-03-10 15:44:50.484550,0.42183589935302734,1.0,0.0,0.0,1.0
6,2022-03-10 15:44:50.674638,0.42183589935302734,1.0,0.0,0.0,1.0
7,2022-03-10 15:44:51.124107,0.42183589935302734,1.0,0.0,0.0,1.0
8,2022-03-10 15:44:51.447745,0.42183589935302734,1.0,0.0,0.4216327667236328,0.0
9,2022-03-10 15:44:51.758413,0.3985278010368347,0.0,0.0,0.4216327667236328,0.0
10,2022-03-10 15:44:52.107201,0.3985278010368347,0.0,0.0,0.4216327667236328,0.0
11,2022-03-10 15:44:52.451963,0.3985278010368347,0.0,0.0,0.4216327667236328,0.0
12,2022-03-10 15:44:52.671153,0.3985278010368347,0.0,0.0,0.4216327667236328,0.0
13,2022-03-10 15:44:53.071607,0.3985278010368347,0.0,0.0,0.4216327667236328,0.0
14,2022-03-10 15:44:53.378519,0.3985278010368347,0.0,0.0,0.4216327667236328,0.0
15,2022-03-10 15:44:53.843016,0.3985278010368347,0.0,0.0,0.38973942399024963,0.0
16,2022-03-10 15:44:54.195794,0.3985278010368347,0.0,0.0,0.38973942399024963,0.0
17,2022-03-10 15:44:54.471728,0.3985278010368347,0.0,0.0,0.38973942399024963,0.0
18,2022-03-10 15:44:54.902784,0.3985278010368347,0.0,0.0,0.38973942399024963,0.0
19,2022-03-10 15:44:55.226161,0.3985278010368347,0.0,0.0,0.38973942399024963,0.0
20,2022-03-10 15:44:55.535748,0.3985278010368347,0.0,0.0,0.38973942399024963,0.0
21,2022-03-10 15:44:55.881157,0.3985278010368347,0.0,0.0,0.38973942399024963,0.0
22,2022-03-10 15:44:56.220097,0.3985278010368347,0.0,0.0,0.3661605417728424,0.0
23,2022-03-10 15:44:56.581362,0.3985278010368347,0.0,0.0,0.3661605417728424,0.0
24,2022-03-10 15:44:57.048125,0.3985278010368347,0.0,0.0,0.3661605417728424,0.0
25,2022-03-10 15:44:57.406488,0.3985278010368347,0.0,0.0,0.3661605417728424,0.0
26,2022-03-10 15:44:57.696189,0.3985278010368347,0.0,0.0,0.3661605417728424,0.0
27,2022-03-10 15:44:58.093443,0.3985278010368347,0.0,0.0,0.3661605417728424,0.0
28,2022-03-10 15:44:58.392201,0.3985278010368347,0.0,0.0,0.3661605417728424,0.0
29,2022-03-10 15:44:58.665887,0.3985278010368347,0.0,0.0,0.33807244896888733,0.0
30,2022-03-10 15:44:58.957169,0.3985278010368347,0.0,0.0,0.33807244896888733,0.0
31,2022-03-10 15:44:59.267732,0.3985278010368347,0.0,0.0,0.33807244896888733,0.0
32,2022-03-10 15:44:59.590189,0.3985278010368347,0.0,0.0,0.33807244896888733,0.0
33,2022-03-10 15:44:59.988699,0.3985278010368347,0.0,0.0,0.33807244896888733,0.0
34,2022-03-10 15:45:00.334288,0.3985278010368347,0.0,0.0,0.33807244896888733,0.0
35,2022-03-10 15:45:00.587261,0.3985278010368347,0.0,0.0,0.33807244896888733,0.0
36,2022-03-10 15:45:00.936158,0.3985278010368347,0.0,0.0,0.31082889437675476,0.0
37,2022-03-10 15:45:01.323704,0.3985278010368347,0.0,0.0,0.31082889437675476,0.0
38,2022-03-10 15:45:01.610876,0.3985278010368347,0.0,0.0,0.31082889437675476,0.0
39,2022-03-10 15:45:02.035839,0.3985278010368347,0.0,0.0,0.31082889437675476,0.0
40,2022-03-10 15:45:02.286050,0.3985278010368347,0.0,0.0,0.31082889437675476,0.0
41,2022-03-10 15:45:02.613403,0.3985278010368347,0.0,0.0,0.31082889437675476,0.0
42,2022-03-10 15:45:03.021016,0.3985278010368347,0.0,0.0,0.31082889437675476,0.0
43,2022-03-10 15:45:03.340132,0.3985278010368347,0.0,0.0,0.2835109233856201,0.0
44,2022-03-10 15:45:03.635863,0.3985278010368347,0.0,0.0,0.2835109233856201,0.0
45,2022-03-10 15:45:04.154044,0.3985278010368347,0.0,0.0,0.2835109233856201,0.0
46,2022-03-10 15:45:04.675288,0.3985278010368347,0.0,0.0,0.2835109233856201,0.0
47,2022-03-10 15:45:04.926473,0.3985278010368347,0.0,0.0,0.2835109233856201,0.0
48,2022-03-10 15:45:05.496147,0.3985278010368347,0.0,0.0,0.2835109233856201,0.0
49,2022-03-10 15:45:05.764141,0.3985278010368347,0.0,0.0,0.2598126530647278,0.0
50,2022-03-10 15:45:06.093034,0.3985278010368347,0.0,0.0,0.2598126530647278,0.0
51,2022-03-10 15:45:06.612984,0.3985278010368347,0.0,0.0,0.2598126530647278,0.0
52,2022-03-10 15:45:06.910712,0.3985278010368347,0.0,0.0,0.2598126530647278,0.0
53,2022-03-10 15:45:07.270186,0.3985278010368347,0.0,0.0,0.2598126530647278,0.0
54,2022-03-10 15:45:07.576704,0.3985278010368347,0.0,0.0,0.2598126530647278,0.0
55,2022-03-10 15:45:07.860548,0.3985278010368347,0.0,0.0,0.2598126530647278,0.0
56,2022-03-10 15:45:08.411653,0.3985278010368347,0.0,0.0,0.2318044751882553,0.0
57,2022-03-10 15:45:08.700303,0.3985278010368347,0.0,0.0,0.2318044751882553,0.0
57,2022-03-10 15:45:08.952858,0.3985278010368347,0.0,0.0,0.2318044751882553,0.0
59,2022-03-10 15:45:09.364861,0.3985278010368347,0.0,0.0,0.2318044751882553,0.0
60,2022-03-10 15:45:09.618347,0.3985278010368347,0.0,0.0,0.2318044751882553,0.0
61,2022-03-10 15:45:09.938278,0.3985278010368347,0.0,0.0,0.2318044751882553,0.0
62,2022-03-10 15:45:10.387643,0.3985278010368347,0.0,0.0,0.2318044751882553,0.0
63,2022-03-10 15:45:10.722875,0.3985278010368347,0.0,0.0,0.2046622335910797,0.0
64,2022-03-10 15:45:11.029212,0.3985278010368347,0.0,0.0,0.2046622335910797,0.0
65,2022-03-10 15:45:11.521436,0.3985278010368347,0.0,0.0,0.2046622335910797,0.0
66,2022-03-10 15:45:11.826061,0.3985278010368347,0.0,0.0,0.2046622335910797,0.0
67,2022-03-10 15:45:12.194242,0.3985278010368347,0.0,0.0,0.2046622335910797,0.0
68,2022-03-10 15:45:12.688268,0.3985278010368347,0.0,0.0,0.2046622335910797,0.0
69,2022-03-10 15:45:13.028724,0.3985278010368347,0.0,0.0,0.18092291057109833,0.0
70,2022-03-10 15:45:13.401660,0.3985278010368347,0.0,0.0,0.18092291057109833,0.0
71,2022-03-10 15:45:13.910622,0.3985278010368347,0.0,0.0,0.18092291057109833,0.0
72,2022-03-10 15:45:14.210093,0.3985278010368347,0.0,0.0,0.18092291057109833,0.0
73,2022-03-10 15:45:14.748100,0.3985278010368347,0.0,0.0,0.18092291057109833,0.0
74,2022-03-10 15:45:15.420215,0.3985278010368347,0.0,0.0,0.15994897484779358,1.0
75,2022-03-10 15:45:15.745415,0.3985278010368347,0.0,0.0,0.15994897484779358,1.0
76,2022-03-10 15:45:15.901098,0.3985278010368347,0.0,0.0,0.15994897484779358,1.0
77,2022-03-10 15:45:16.341093,0.3985278010368347,0.0,0.0,0.15994897484779358,1.0
78,2022-03-10 15:45:16.616168,0.3985278010368347,0.0,0.0,0.15994897484779358,1.0
79,2022-03-10 15:45:16.914525,0.3985278010368347,0.0,0.0,0.15994897484779358,1.0
80,2022-03-10 15:45:17.538532,0.3985278010368347,0.0,0.0,0.15994897484779358,1.0
81,2022-03-10 15:45:17.809799,0.3692101538181305,1.0,0.0,0.18892037868499756,1.0
82,2022-03-10 15:45:18.091348,0.3692101538181305,1.0,0.0,0.18892037868499756,1.0
83,2022-03-10 15:45:18.613851,0.3692101538181305,1.0,0.0,0.18892037868499756,1.0
84,2022-03-10 15:45:18.902623,0.3692101538181305,1.0,0.0,0.18892037868499756,1.0
85,2022-03-10 15:45:19.163580,0.3692101538181305,1.0,0.0,0.18892037868499756,1.0
86,2022-03-10 15:45:19.786630,0.3692101538181305,1.0,0.0,0.18892037868499756,1.0
87,2022-03-10 15:45:20.052680,0.3692101538181305,1.0,0.0,0.21967114508152008,1.0
88,2022-03-10 15:45:20.352131,0.3341579735279083,1.0,0.0,0.21967114508152008,1.0
89,2022-03-10 15:45:20.749131,0.3341579735279083,1.0,0.0,0.21967114508152008,1.0
90,2022-03-10 15:45:20.966722,0.3341579735279083,1.0,0.0,0.21967114508152008,1.0
91,2022-03-10 15:45:21.252983,0.3341579735279083,1.0,0.0,0.21967114508152008,1.0
92,2022-03-10 15:45:21.761735,0.3341579735279083,1.0,0.0,0.21967114508152008,1.0
93,2022-03-10 15:45:22.028522,0.3341579735279083,1.0,0.0,0.21967114508152008,1.0
94,2022-03-10 15:45:22.359333,0.3341579735279083,1.0,0.0,0.21967114508152008,1.0
95,2022-03-10 15:45:22.942210,0.29347383975982666,1.0,0.0,0.24847546219825745,1.0
96,2022-03-10 15:45:23.243306,0.29347383975982666,1.0,0.0,0.24847546219825745,1.0
97,2022-03-10 15:45:23.524050,0.29347383975982666,1.0,0.0,0.24847546219825745,1.0
98,2022-03-10 15:45:23.813716,0.29347383975982666,1.0,0.0,0.24847546219825745,1.0
99,2022-03-10 15:45:24.296004,0.29347383975982666,1.0,0.0,0.24847546219825745,1.0
100,2022-03-10 15:45:24.603787,0.29347383975982666,1.0,0.0,0.24847546219825745,1.0
101,2022-03-10 15:45:24.993798,0.25592875480651855,1.0,0.0,0.26400327682495117,1.0
101,2022-03-10 15:45:25.460219,0.25592875480651855,1.0,0.0,0.26400327682495117,1.0
103,2022-03-10 15:45:25.803867,0.25592875480651855,1.0,0.0,0.26400327682495117,1.0
104,2022-03-10 15:45:26.137233,0.25592875480651855,1.0,0.0,0.26400327682495117,1.0
105,2022-03-10 15:45:26.431096,0.25592875480651855,1.0,0.0,0.26400327682495117,1.0
106,2022-03-10 15:45:27.204138,0.25592875480651855,1.0,0.0,0.26627418398857117,1.0
107,2022-03-10 15:45:27.563643,0.38480517268180847,0.0,1.0,0.26627418398857117,1.0
108,2022-03-10 15:45:27.899759,0.38480517268180847,0.0,1.0,0.26627418398857117,1.0
109,2022-03-10 15:45:28.478564,0.38480517268180847,0.0,1.0,0.26627418398857117,1.0
109,2022-03-10 15:45:28.723264,0.38480517268180847,0.0,1.0,0.26627418398857117,1.0
111,2022-03-10 15:45:29.102395,0.38480517268180847,0.0,1.0,0.26627418398857117,1.0
112,2022-03-10 15:45:29.324938,0.38480517268180847,0.0,1.0,0.26627418398857117,1.0
113,2022-03-10 15:45:29.896964,0.44963759183883667,0.0,0.0,0.2634822428226471,1.0
114,2022-03-10 15:45:30.276079,0.44963759183883667,0.0,0.0,0.2634822428226471,1.0
115,2022-03-10 15:45:30.596130,0.44963759183883667,0.0,0.0,0.2634822428226471,1.0
116,2022-03-10 15:45:30.866327,0.44963759183883667,0.0,0.0,0.2634822428226471,1.0
117,2022-03-10 15:45:31.440979,0.44963759183883667,0.0,0.0,0.2634822428226471,1.0
118,2022-03-10 15:45:31.775669,0.44963759183883667,0.0,0.0,0.2634822428226471,1.0
119,2022-03-10 15:45:32.100120,0.44963759183883667,0.0,0.0,0.2568016052246094,1.0
120,2022-03-10 15:45:32.659694,0.44963759183883667,0.0,0.0,0.2568016052246094,1.0
121,2022-03-10 15:45:32.966045,0.44963759183883667,0.0,0.0,0.2568016052246094,1.0
122,2022-03-10 15:45:33.219027,0.44963759183883667,0.0,0.0,0.2568016052246094,1.0
123,2022-03-10 15:45:33.496471,0.44963759183883667,0.0,0.0,0.2568016052246094,1.0
124,2022-03-10 15:45:34.090633,0.44963759183883667,0.0,0.0,0.2568016052246094,1.0
125,2022-03-10 15:45:34.457891,0.44963759183883667,0.0,0.0,0.2568016052246094,1.0
126,2022-03-10 15:45:34.771193,0.44963759183883667,0.0,0.0,0.24522262811660767,1.0
127,2022-03-10 15:45:35.093289,0.44963759183883667,0.0,0.0,0.24522262811660767,1.0
128,2022-03-10 15:45:35.821381,0.44963759183883667,0.0,0.0,0.24522262811660767,1.0
129,2022-03-10 15:45:36.092663,0.44963759183883667,0.0,0.0,0.24522262811660767,1.0
130,2022-03-10 15:45:36.354050,0.44963759183883667,0.0,0.0,0.24522262811660767,1.0
131,2022-03-10 15:45:36.816731,0.44963759183883667,0.0,0.0,0.24522262811660767,1.0
132,2022-03-10 15:45:37.559320,0.44963759183883667,0.0,0.0,0.23440709710121155,1.0
133,2022-03-10 15:45:37.881298,0.44963759183883667,0.0,0.0,0.23440709710121155,1.0
