iteration,timestamp,T0,P_RAW1,V_PUB,T2,V_ER2i
0,2022-03-07 13:46:49.778334,0,0,0,0,0
1,2022-03-07 13:46:50.340647,0.4200071096420288,1.0,0.0,0.0,1.0
2,2022-03-07 13:46:50.590132,0.4200071096420288,1.0,0.0,0.0,1.0
3,2022-03-07 13:46:50.957789,0.4200071096420288,1.0,0.0,0.0,1.0
4,2022-03-07 13:46:51.335680,0.4200071096420288,1.0,0.0,0.0,1.0
4,2022-03-07 13:46:51.619162,0.4200071096420288,1.0,0.0,0.0,1.0
6,2022-03-07 13:46:51.858385,0.4200071096420288,1.0,0.0,0.0,1.0
7,2022-03-07 13:46:52.324801,0.4200071096420288,1.0,0.0,0.0,1.0
8,2022-03-07 13:46:52.635141,0.3844456076622009,1.0,0.0,0.25197216868400574,1.0
9,2022-03-07 13:46:52.925904,0.3844456076622009,1.0,0.0,0.25197216868400574,1.0
10,2022-03-07 13:46:53.382540,0.3844456076622009,1.0,0.0,0.25197216868400574,1.0
11,2022-03-07 13:46:53.670929,0.3844456076622009,1.0,0.0,0.25197216868400574,1.0
11,2022-03-07 13:46:53.927174,0.3844456076622009,1.0,0.0,0.25197216868400574,1.0
13,2022-03-07 13:46:54.421974,0.3844456076622009,1.0,0.0,0.25197216868400574,1.0
14,2022-03-07 13:46:54.652279,0.3844456076622009,1.0,0.0,0.25197216868400574,1.0
15,2022-03-07 13:46:55.045615,0.33738821744918823,1.0,0.0,0.2627379894256592,1.0
16,2022-03-07 13:46:55.420563,0.33738821744918823,1.0,0.0,0.2627379894256592,1.0
17,2022-03-07 13:46:55.736584,0.33738821744918823,1.0,0.0,0.2627379894256592,1.0
18,2022-03-07 13:46:56.087436,0.33738821744918823,1.0,0.0,0.2627379894256592,1.0
19,2022-03-07 13:46:56.512670,0.33738821744918823,1.0,0.0,0.2627379894256592,1.0
20,2022-03-07 13:46:56.817954,0.33738821744918823,1.0,0.0,0.2627379894256592,1.0
21,2022-03-07 13:46:57.181072,0.33738821744918823,1.0,0.0,0.271420419216156,1.0
22,2022-03-07 13:46:57.659394,0.30237889289855957,1.0,0.0,0.271420419216156,1.0
23,2022-03-07 13:46:57.936493,0.30237889289855957,1.0,0.0,0.271420419216156,1.0
24,2022-03-07 13:46:58.225422,0.30237889289855957,1.0,0.0,0.271420419216156,1.0
25,2022-03-07 13:46:58.767896,0.30237889289855957,1.0,0.0,0.271420419216156,1.0
26,2022-03-07 13:46:59.104111,0.30237889289855957,1.0,0.0,0.271420419216156,1.0
27,2022-03-07 13:46:59.470821,0.30237889289855957,1.0,0.0,0.271420419216156,1.0
28,2022-03-07 13:47:00.164405,0.26761743426322937,1.0,0.0,0.2776523232460022,1.0
29,2022-03-07 13:47:00.669512,0.26761743426322937,1.0,0.0,0.2776523232460022,1.0
30,2022-03-07 13:47:01.140900,0.26761743426322937,1.0,0.0,0.2776523232460022,1.0
31,2022-03-07 13:47:01.542574,0.26761743426322937,1.0,0.0,0.2776523232460022,1.0
32,2022-03-07 13:47:02.003378,0.26761743426322937,1.0,0.0,0.2776523232460022,1.0
33,2022-03-07 13:47:02.604678,0.2835420072078705,0.0,1.0,0.280929297208786,1.0
34,2022-03-07 13:47:02.967863,0.2835420072078705,0.0,1.0,0.280929297208786,1.0
35,2022-03-07 13:47:03.353167,0.2835420072078705,0.0,1.0,0.280929297208786,1.0
