iteration,timestamp,T1_LEVEL,T2_LEVEL,T0_LEVEL,J_CT3_LEVEL,J_CT6_LEVEL,J_CT5_LEVEL,J2a_15_LEVEL,J1_70_LEVEL,J1_40_LEVEL,J1_50_LEVEL,J1_51_LEVEL,J1_60_LEVEL,J1_61_LEVEL,J2c_12_LEVEL,J2c_14_LEVEL,Jb_53_LEVEL,J2c_11_LEVEL,J2c_13_LEVEL,J2a_20_LEVEL,J2a_30_LEVEL,J2a_33_LEVEL,J2a_23_LEVEL,J2a_41_LEVEL,J_CT1_LEVEL,J_CT2_LEVEL,J1_11_LEVEL,J1_30_LEVEL,J2b_21_LEVEL,J2b_40_LEVEL,J2b_30_LEVEL,J2b_31_LEVEL,J2b_50_LEVEL,J2b_41_LEVEL,J2c_10_LEVEL,J_CT4_LEVEL,J2b_10_LEVEL,J1_10_LEVEL,J1_20_LEVEL,J2a_31_LEVEL,J2a_32_LEVEL,J2a_21_LEVEL,J2a_22_LEVEL,J1-CLin_LEVEL,J2a_40_LEVEL,J1-MPA_LEVEL,J1_33_LEVEL,J1_31_LEVEL,RWtank_Top_LEVEL,J1_34_LEVEL,J2a_10_LEVEL,J2a_12_LEVEL,J2a_13_LEVEL,J2a_14_LEVEL,ER2_Top_LEVEL,ER1_Top_LEVEL,J2b_11_LEVEL,J2b_12_LEVEL,J2b_14_LEVEL,J2b_Leak_LEVEL,J2b_15_LEVEL,J2b_20_LEVEL,J2b_51_LEVEL,J2b_52_LEVEL,J2a_11_LEVEL,J1_32_LEVEL,CT1_CV_LEVEL,CT2_CV_LEVEL,CT3_CV_LEVEL,CT4_CV_LEVEL,CT5_CV_LEVEL,CT6_CV_LEVEL,CT1_FV_LEVEL,CT2_FV_LEVEL,CT3_FV_LEVEL,CT4_FV_LEVEL,CT5_FV_LEVEL,CT6_FV_LEVEL,P_RAW1_FLOW,P_RAW1_STATUS,P_RAW2_FLOW,P_RAW2_STATUS,P_B2_FLOW,P_B2_STATUS,P_B1_FLOW,P_B1_STATUS,V_Gi_G_FLOW,V_Gi_G_STATUS,V_Gi_B_FLOW,V_Gi_B_STATUS,V_SWaT_FLOW,V_SWaT_STATUS,V_PUB_FLOW,V_PUB_STATUS,V_ER2i_FLOW,V_ER2i_STATUS,V_ER2o_FLOW,V_ER2o_STATUS,V_ER1i_FLOW,V_ER1i_STATUS,V_ER1o_FLOW,V_ER1o_STATUS,FCV_ER_FLOW,FCV_ER_STATUS,FCV_RWin_FLOW,FCV_RWin_STATUS,V1_FLOW,V1_STATUS,V2_FLOW,V2_STATUS,V3_FLOW,V3_STATUS,V4_FLOW,V4_STATUS,V5_FLOW,V5_STATUS,V6_FLOW,V6_STATUS,V7_FLOW,V7_STATUS,V8_FLOW,V8_STATUS,V9_FLOW,V9_STATUS,V10_FLOW,V10_STATUS,V11_FLOW,V11_STATUS,V12_FLOW,V12_STATUS
0,2022-03-10 16:07:59.206334,0.3485232403097691,0.46533952662871547,0.4209171413524202,56.314673762371044,56.314673762371044,56.313569350908416,1.8157850209522615,1.2366271575954286,1.4039581291521053,1.3938952852438007,1.2473608394143616,1.4039581291521053,1.2366271575954286,56.31428062271523,56.11467376237104,56.09481252764002,56.31423576367363,56.31451187491335,0.2577269085871745,0.3520398848254158,1.845015790872188,1.844784538674068,1.844199493215106,56.31346041532096,56.313569350908416,0.9209171413524202,0.7609171413524203,0.7635058379286892,2.0635058379286892,2.063158981624134,57.816375660813996,56.51589933120121,57.81589933120121,56.314171687127775,56.31346041532096,57.01417168712778,9.2,4.04,0.3520398848254158,1.665015790872188,0.2577269085871745,1.5485232403097693,1.5009171413524203,1.8444654270412213,1.5009171413524203,1.5009171413524203,1.5009171413524203,-0.6490828586475799,1.4160334851986809,1.9272351522005426,2.1829598863368163,1.8422103838238837,1.8113517085076898,-0.28576888926155464,-0.39595459628670704,57.594171687127776,56.89417168712777,56.89417168712777,56.89417168712777,56.18417168712777,1.844199493215106,57.5956218369173,57.59504377983814,1.9272351522005426,1.5009171413524203,56.31346041532096,56.313569350908416,56.314673762371044,56.31346041532096,56.313569350908416,56.314673762371044,56.31346041532096,56.313569350908416,56.314673762371044,56.31346041532096,56.313569350908416,56.314673762371044,0.00024240617504962865,1,0.0,0,0.0,0,0.00016748256453864255,1,0.0,0,0.00016748256453864255,1,0.0,0,0.0,0,-0.00017564873539539528,1,0.00016748256453864255,1,0.0004180549104450239,1,0.0,0,0.00024240617504962865,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
1,2022-03-10 16:07:59.614941,0.35855655816044973,0.4571043754302986,0.41509939315122923,56.372271107389274,56.372271107389274,56.37124266629227,1.769113730506789,1.196897949333029,1.397566475584774,1.387380650649092,1.2077628107937226,1.397566475584774,1.196897949333029,56.37190500952709,56.17227110738927,56.15240032811462,56.37186323556069,56.37212035503028,0.26195209436443023,0.289113730506789,1.83680290839272,1.8365875628895278,1.8360427605153815,56.371141222735815,56.37124266629227,0.9150993931512292,0.7550993931512293,0.7553968214888538,2.055396821488854,2.0550738243963567,57.87385593700268,56.57341237329688,57.87341237329688,56.371803565970644,56.371141222735815,57.07180356597065,9.2,4.04,0.3571043754302987,1.65680290839272,0.26195209436443023,1.5585565581604497,1.4950993931512293,1.8362904018764763,1.4950993931512293,1.4950993931512293,1.4950993931512293,-0.6549006068487708,1.4097894084913898,1.887391161529117,2.142574787354564,1.800349542949662,1.769113730506789,-0.2928956245697014,-0.3894061420411088,57.651803565970646,56.95180356597064,56.95180356597064,56.95180356597064,56.24180356597064,1.8360427605153815,57.65315396673148,57.65261567361781,1.887391161529117,1.4950993931512293,56.371141222735815,56.37124266629227,56.372271107389274,56.371141222735815,56.37124266629227,56.372271107389274,56.371141222735815,56.37124266629227,56.372271107389274,56.371141222735815,56.37124266629227,56.372271107389274,0.00024400163193745314,1,0.0,0,0.0,0,0.00016115923786851378,1,0.0,0,0.00016115923786851375,1,0.0,0,0.0,0,0.0,0,0.00016115923786851375,1,0.00024400163193745314,1,0.0,0,0.00024400163193745314,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2,2022-03-10 16:07:59.896112,0.36441259732694853,0.45323655372145444,0.40924335398473044,56.43198780452672,56.43198780452672,56.43103245756087,1.7748520961424912,1.2018361444353265,1.3918934831720808,1.3817468829564923,1.2126591662330286,1.3918934831720808,1.2018361444353265,56.43164772471809,56.23198780452672,56.212107842030434,56.43160891905357,56.43184776572513,0.26779505808056636,0.2948520961424912,1.8329565123279712,1.8327564713209357,1.832250388473185,56.43093822244466,56.43103245756087,0.9092433539847304,0.7492433539847305,0.7516503591302783,2.0516503591302784,2.051350317956033,57.93345999747022,56.633047959151824,57.93304795915182,56.43155348960188,56.43093822244466,57.131553489601885,9.2,4.04,0.35323655372145457,1.6529565123279713,0.26779505808056636,1.5644125973269487,1.4892433539847305,1.8324804298966202,1.4892433539847305,1.4892433539847305,1.4892433539847305,-0.6607566460152696,1.404069346533247,1.8923659664073476,2.1477221783881597,1.8059676209367204,1.7748520961424912,-0.29676344627854556,-0.3835579480991993,57.71155348960188,57.01155348960188,57.01155348960188,57.01155348960188,56.30155348960188,1.832250388473185,57.712807917668066,57.71230788303747,1.8923659664073476,1.4892433539847305,56.43093822244466,56.43103245756087,56.43198780452672,56.43093822244466,56.43103245756087,56.43198780452672,56.43093822244466,56.43103245756087,56.43198780452672,56.43093822244466,56.43103245756087,56.43198780452672,0.000243493813499379,1,0.0,0,0.0,0,0.00015486905230940106,1,0.0,0,0.00015486905230940106,1,0.0,0,0.0,0,0.0,0,0.00015486905230940106,1,0.000243493813499379,1,0.0,0,0.000243493813499379,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
3,2022-03-10 16:08:00.234860,0.3702564488509337,0.44951969646602885,0.4033995024607455,56.36347913562732,56.36347913562732,56.362449303937304,1.7805787063183909,1.2067655229022325,1.3862320061195113,1.3761244865627134,1.2175468587022595,1.3862320061195113,1.2067655229022325,56.3631125427804,56.16347913562732,56.143608531060245,56.363070712343244,56.36332817944657,0.27362588217565764,0.3005787063183909,1.8292178218124404,1.8290021851462666,1.8284566461456497,56.36234772324309,56.362449303937304,0.9033995024607455,0.7433995024607456,0.7478098337013328,2.047809833701333,2.0474863998798094,57.865066108117574,56.564621944651094,57.86462194465109,56.363010962086186,56.36234772324309,57.06301096208619,9.2,4.04,0.349519696466029,1.6492178218124405,0.27362588217565764,1.5702564488509339,1.4833995024607456,1.8287046223398187,1.4833995024607456,1.4833995024607456,1.4833995024607456,-0.6666004975392545,1.3983609728085655,1.8973318201928986,2.1528599844643144,1.8115743852491313,1.7805787063183909,-0.30048030353397115,-0.3777219129870091,57.64301096208619,56.943010962086184,56.943010962086184,56.943010962086184,56.23301096208618,1.8284566461456497,57.64436318869599,57.64382416772642,1.8973318201928986,1.4833995024607456,56.36234772324309,56.362449303937304,56.36347913562732,56.36234772324309,56.362449303937304,56.36347913562732,56.36234772324309,56.362449303937304,56.36347913562732,56.36234772324309,56.362449303937304,56.36347913562732,0.00024298696122010578,1,0.0,0,0.0,0,0.00016127687675751432,1,0.0,0,0.00016127687675752007,1,0.0,0,0.0,0,0.0,0,0.00016127687675752007,1,0.00024298696122010578,1,0.0,0,0.00024298696122010578,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
4,2022-03-10 16:08:00.605224,0.37608813592021617,0.44564905142384825,0.397567815391463,56.2737005770914,56.2737005770914,56.27257154499357,1.7560881359202163,0.9760881359202163,1.427567815391463,1.427567815391463,0.9760881359202163,1.427567815391463,0.9760881359202163,56.27329867368725,56.073700577091394,56.05384243556895,56.27325281483379,56.27353508095452,0.2760881359202163,0.2760881359202163,1.8253180987779787,1.8250816915107133,1.8244836039975325,56.27246018138501,56.27257154499357,0.897567815391463,0.7375678153914631,0.7437744847171006,2.0437744847171007,2.0434198960722454,57.77544041543309,56.47495346697572,57.77495346697572,56.27318731007869,56.27246018138501,56.97318731007869,9.2,4.04,0.3456490514238484,1.6453180987779787,0.2760881359202163,1.5760881359202163,1.477567815391463,1.8247554660788838,1.477567815391463,1.477567815391463,1.477567815391463,-0.672432184608537,1.427567815391463,1.6760881359202162,1.9760881359202163,1.7560881359202163,1.7560881359202163,-0.30435094857615175,-0.37391186407978383,57.55318731007869,56.85318731007869,56.85318731007869,56.85318731007869,56.14318731007869,1.8244836039975325,57.5546697867089,57.554078842836226,1.6760881359202162,1.477567815391463,56.27246018138501,56.27257154499357,56.2737005770914,56.27246018138501,56.27257154499357,56.2737005770914,56.27246018138501,56.27257154499357,56.2737005770914,56.27246018138501,56.27257154499357,56.2737005770914,0.0,0,0.0,0,0.0,0,0.00016948859565073024,1,0.0,0,0.00016948859565073024,1,0.0,0,0.0,0,0.0,0,0.00016948859565073026,1,0.0,1,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
5,2022-03-10 16:08:00.876791,0.37608813592021617,0.4415813251282308,0.397567815391463,56.23689005244298,56.23689005244298,56.23572308665065,1.7560881359202163,0.9760881359202163,1.427567815391463,1.427567815391463,0.9760881359202163,1.427567815391463,0.9760881359202163,56.2364746465006,56.03689005244298,56.01703667670623,56.23642724721451,56.23671899632038,0.2760881359202163,0.2760881359202163,1.8212392532244441,1.820994903404659,1.8203767216454498,56.23560798213354,56.23572308665065,0.897567815391463,0.7375678153914631,0.7396437765534352,2.039643776553435,2.039277274480537,57.738688345825906,56.43818503661988,57.738185036619875,56.23635954198348,56.23560798213354,56.936359541983485,9.2,4.04,0.3415813251282309,1.6412392532244442,0.2760881359202163,1.5760881359202163,1.477567815391463,1.8206577175491947,1.477567815391463,1.477567815391463,1.477567815391463,-0.672432184608537,1.427567815391463,1.6760881359202162,1.9760881359202163,1.7560881359202163,1.7560881359202163,-0.3084186748717692,-0.37391186407978383,57.51635954198348,56.81635954198348,56.81635954198348,56.81635954198348,56.10635954198348,1.8203767216454498,57.51789182544225,57.51728102652602,1.6760881359202162,1.477567815391463,56.23560798213354,56.23572308665065,56.23689005244298,56.23560798213354,56.23572308665065,56.23689005244298,56.23560798213354,56.23572308665065,56.23689005244298,56.23560798213354,56.23572308665065,56.23689005244298,0.0,0,0.0,0,0.0,0,0.00017254036787469102,1,0.0,0,0.00017254036787469105,1,0.0,0,0.0,0,0.0,0,0.00017254036787469105,1,0.0,1,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
6,2022-03-10 16:08:01.178644,0.37608813592021617,0.43744035629923816,0.397567815391463,56.29016428202619,56.29016428202619,56.28906378920854,1.7560881359202163,0.9760881359202163,1.427567815391463,1.427567815391463,0.9760881359202163,1.427567815391463,0.9760881359202163,56.28977253721791,56.09016428202619,56.070302554976685,56.289727837307616,56.290002968929805,0.2760881359202163,0.2760881359202163,1.8171177691902154,1.816887337478324,1.8163043678061765,56.288955240067885,56.28906378920854,0.897567815391463,0.7375678153914631,0.7356131737841729,2.035613173784173,2.035267548166787,57.79186014191629,56.49138550240941,57.791385502409405,56.28966398807726,56.288955240067885,56.98966398807726,9.2,4.04,0.3374403562992383,1.6371177691902155,0.2760881359202163,1.5760881359202163,1.477567815391463,1.8165693580850222,1.477567815391463,1.477567815391463,1.477567815391463,-0.672432184608537,1.427567815391463,1.6760881359202162,1.9760881359202163,1.7560881359202163,1.7560881359202163,-0.31255964370076184,-0.37391186407978383,57.56966398807726,56.86966398807726,56.86966398807726,56.86966398807726,56.159663988077256,1.8163043678061765,57.571108992692956,57.570532986688576,1.6760881359202162,1.477567815391463,56.288955240067885,56.28906378920854,56.29016428202619,56.288955240067885,56.28906378920854,56.29016428202619,56.288955240067885,56.28906378920854,56.29016428202619,56.288955240067885,56.28906378920854,56.29016428202619,0.0,0,0.0,0,0.0,0,0.00016716139231614917,1,0.0,0,0.00016716139231614917,1,0.0,0,0.0,0,0.0,0,0.00016716139231614922,1,0.0,1,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
7,2022-03-10 16:08:01.594301,0.37608813592021617,0.43342848288365055,0.397567815391463,56.311657943913204,56.311657943913204,56.310586912775925,1.7560881359202163,0.9760881359202163,1.427567815391463,1.427567815391463,0.9760881359202163,1.427567815391463,0.9760881359202163,56.31127668603906,56.1116579439132,56.09179251544624,56.31123318253333,56.311500949059415,0.2760881359202163,0.2760881359202163,1.8131145316912816,1.812890268670919,1.8123229054601697,56.31048126907596,56.310586912775925,0.897567815391463,0.7375678153914631,0.7316502160418292,2.0316502160418293,2.031313843142418,57.81330840394308,56.512846471216015,57.81284647121601,56.31117104233909,56.31048126907596,57.01117104233909,9.2,4.04,0.3334284828836507,1.6331145316912816,0.2760881359202163,1.5760881359202163,1.477567815391463,1.8125808018338014,1.477567815391463,1.477567815391463,1.477567815391463,-0.672432184608537,1.427567815391463,1.6760881359202162,1.9760881359202163,1.7560881359202163,1.7560881359202163,-0.31657151711634945,-0.37391186407978383,57.59117104233909,56.89117104233909,56.89117104233909,56.89117104233909,56.18117104233909,1.8123229054601697,57.592577363808104,57.59201677846659,1.6760881359202162,1.477567815391463,56.31048126907596,56.310586912775925,56.311657943913204,56.31048126907596,56.310586912775925,56.311657943913204,56.31048126907596,56.310586912775925,56.311657943913204,56.31048126907596,56.310586912775925,56.311657943913204,0.0,0,0.0,0,0.0,0,0.00016472965787044366,1,0.0,0,0.00016472965787044368,1,0.0,0,0.0,0,0.0,0,0.00016472965787044363,1,0.0,1,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
8,2022-03-10 16:08:01.971867,0.37608813592021617,0.42947497109476007,0.397567815391463,56.325997543960476,56.325997543960476,56.32494761693765,1.7560881359202163,0.9760881359202163,1.427567815391463,1.427567815391463,0.9760881359202163,1.427567815391463,0.9760881359202163,56.32562379813658,56.12599754396047,56.10612946407551,56.32558115164691,56.32584364237139,0.2760881359202163,0.2760881359202163,1.8091672060200643,1.8089473617852596,1.8083911778643367,56.324844054480394,56.32494761693765,0.897567815391463,0.7375678153914631,0.7277317437375397,2.0277317437375397,2.0274019987852396,57.82761548296649,56.52716265241288,57.82716265241288,56.325520235679335,56.324844054480394,57.02552023567934,9.2,4.04,0.3294749710947602,1.6291672060200644,0.2760881359202163,1.5760881359202163,1.477567815391463,1.8086439926997804,1.477567815391463,1.477567815391463,1.477567815391463,-0.672432184608537,1.427567815391463,1.6760881359202162,1.9760881359202163,1.7560881359202163,1.7560881359202163,-0.32052502890523993,-0.37391186407978383,57.605520235679336,56.90552023567933,56.90552023567933,56.90552023567933,56.19552023567933,1.8083911778643367,57.6068988474598,57.606349308310314,1.6760881359202162,1.477567815391463,56.324844054480394,56.32494761693765,56.325997543960476,56.324844054480394,56.32494761693765,56.325997543960476,56.324844054480394,56.32494761693765,56.325997543960476,56.324844054480394,56.32494761693765,56.325997543960476,0.0,0,0.0,0,0.0,0,0.00016296878120286028,1,0.0,0,0.0001629687812028603,1,0.0,0,0.0,0,0.0,0,0.00016296878120286026,1,0.0,1,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
9,2022-03-10 16:08:02.248882,0.37608813592021617,0.4255637203458913,0.397567815391463,56.300913018769464,56.300913018769464,56.29983866286459,1.7560881359202163,0.9760881359202163,1.427567815391463,1.427567815391463,0.9760881359202163,1.427567815391463,0.9760881359202163,56.30053057743831,56.10091301876946,56.08104800800983,56.30048693891743,56.30075553659927,0.2760881359202163,0.2760881359202163,1.8052487945852238,1.8050238354242631,1.8044547110150415,56.299732691283545,56.29983866286459,0.897567815391463,0.7375678153914631,0.7237799333418258,2.023779933341826,2.023442516267754,57.802568602200154,56.5021052355057,57.8021052355057,56.30042460585726,56.299732691283545,57.00042460585726,9.2,4.04,0.3255637203458914,1.6252487945852239,0.2760881359202163,1.5760881359202163,1.477567815391463,1.8047134079401432,1.477567815391463,1.477567815391463,1.477567815391463,-0.672432184608537,1.427567815391463,1.6760881359202162,1.9760881359202163,1.7560881359202163,1.7560881359202163,-0.3244362796541087,-0.37391186407978383,57.58042460585726,56.88042460585726,56.88042460585726,56.88042460585726,56.17042460585726,1.8044547110150415,57.58183529274284,57.5812729671708,1.6760881359202162,1.477567815391463,56.299732691283545,56.29983866286459,56.300913018769464,56.299732691283545,56.29983866286459,56.300913018769464,56.299732691283545,56.29983866286459,56.300913018769464,56.299732691283545,56.29983866286459,56.300913018769464,0.0,0,0.0,0,0.0,0,0.00016500560787070925,1,0.0,0,0.00016500560787071418,1,0.0,0,0.0,0,0.0,0,0.00016500560787071418,1,0.0,1,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
